web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611342654-2920","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Ubuntu 17.10 Desktop - installazione e utilizzo di LinuxIn questo corso avrai la possibilità di scoprire Ubuntu, Come installarlo e come utilizzarlo al meglioSascha DonelasciValutazione: 4,2 su 54,2(8)2,5 ore totali30 lezioniTutti i livelliPrezzo attuale19,99 €","https://www.udemy.com/course/ubuntu-17-10-desktop-installazione-e-utilizzo-del-os-linux/","","Sascha Donelasci","Ultimo aggiornamento 3/2018",""
"1611343108-3109","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Ethical Hacker 3 - WAPT & VAWeb Application Penetration Test & Vulnerability AssessmentGiuseppe CompareValutazione: 4,0 su 54,0(22)2 ore totali21 lezioniIntermedioPrezzo attuale34,99 €","https://www.udemy.com/course/ethical-hacker-2019/","","","Ultimo aggiornamento 6/2019","Cosa impareraiIn questo nuovo corso verrano spiegati alcuni dei tool più importanti utilizzati nel mondo della sicurezza.Ci saranno lezioni sul penetration testing (SQL Injection, XML Injection e tanto altro), Analisi delle vulnerabilità e tantissimi altri tool"
"1611343737-3365","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","SAP FI - ContabilitáDimostrazioni pratiche su come svolgere le principali operazioni di contabilità con SAP ERP. Corso di introduzione a SAPGrazia MasulliValutazione: 4,8 su 54,8(14)2 ore totali19 lezioniPrincipiantePrezzo attuale119,99 €","https://www.udemy.com/course/sap-fi-sap-contabilita-corso-base/","DescrizioneOggi piú di 7000 aziende utilizzano SAP in italia, il modulo SAP ERP Financials (o SAP FI come spesso lo nominiamo) é certamente uno dei piú utilizzati. Il corso di Introduzione a SAP FI offre una panoramica dei principali processi di contabilitá e del loro svolgimento in SAP ERP.Brevi video pratici mostrano come svolgere le funzioni aziendali piú comuni quali registrazione di una prima nota, contabilitá fornitori e clienti, pagamenti e incassi e molto altro.Ti invito a contattarmi direttamente sulla mia pagina internet per ottenere il tuo codice sconto Udemy!A chi è rivolto questo corso:Contabili che vogliono imparare ad usare un nuovo gestionale, studenti, chi cerca lavoro, chiunque voglia migliorare il proprio curriculum ed aprirsi nuovi orizzonti di lavoro.Mostra di piùMostra meno","","Ultimo aggiornamento 12/2020",""
"1611343714-3351","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","Corso di programmazione C","","","","","null",""
"1611343834-3401","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Workshop completo di base su tecnologia MikroTik RouterOSWorkshop completo di base su tecnologia MikroTik RouterOSAlejandro Fala'Valutazione: 4,0 su 54,0(50)5,5 ore totali12 lezioniTutti i livelliPrezzo attuale34,99 €","https://www.udemy.com/course/mikrotik-mtcna/","DescrizioneWorkshop di livello base per comprendere e migliorare le proprie combetenze su RouterOs.Questo corso non è un sostituto per il corso di formazione completo svolto in presenza, il test di certificazione dopo aver visto questi video non è compreso. Questo non è un corso certificato MikroTik, ma un video corso per migliorare per proprie conoscenze su RouterOs.A chi è rivolto questo corso:Coloro che vogliono conoscere RouterOS, coloro che vogliano muovere i primi passi nel mondo del routing, coloro che vogliono acquisire il titolo di MikroTik Certified Network Associate, coloro che vogliono entrare a far parte della comunità che si occupa di MikroTik.Mostra di piùMostra meno","","Ultimo aggiornamento 6/2020",""
"1611342527-2864","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","Computer Base: da zero a Windows 10","","","","","null",""
"1611344383-3634","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","Cosa sono e come si usano le maschere di livello PhotoshopAvere padronanza delle maschere di livello in PhotoshopCarlotta Di Gangi35 minuti totali9 lezioniIntermedioPrezzo attuale19,99 €","https://www.udemy.com/course/cosa-sono-e-come-si-usano-le-maschere-di-livello-photoshop/","","","Ultimo aggiornamento 11/2020","Cosa impareraiCosa sono e come si usano le maschere di livello in PhotoshopCome si crea una maschera di livello in Photoshop"
"1611342631-2908","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","GDPR - General Data Protection Regulation","","","","","null",""
"1611343144-3125","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","GDPR per tuttiConoscere il GDPR nei suoi aspetti fondamentali e guida alle pratiche di trattamento dei dati.Giovanni FabbrisValutazione: 4,2 su 54,2(34)1,5 ore totali17 lezioniTutti i livelliPrezzo attuale149,99 €","https://www.udemy.com/course/gdpr-per-tutti/","DescrizioneGdpr per tutti è un corso introduttivo che fornisce gli elementi necessari a tutti gli operatori che debbano trattare dati personali.È importante evitare di commettere errori o leggerezze o, peggio, abusi, mettendo inutilmente a rischio la propria attività, qualunque sia il nostro ruolo o incarico lavorativo in Azienda.Grazie a questo breve corso che potrai studiare senza fretta, anche nei ritagli di tempo, acquisirai un attestato sempre verificabile on-line e comunque scaricabile come pdf, che dimostrerà il tuo impegno formativo.Tale attestato  sarà valido ai fini degli adempimenti formativi richiesti dalla normativa GDPR.
A chi è rivolto questo corso:Questo corso interessa tutti coloro che devono trattare in modo consapevole e corretto i dati personali.Chiunque, sia esso dipendente o libero professionista, per operare in conformità con il GDPR, deve poter dimostrare di aver seguito un corso per operare come data handler o come incaricato.Mostra di piùMostra meno","","Ultimo aggiornamento 5/2020",""
"1611343909-3442","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Rilievo fotogrammetrico del costruito con drone o fotocameraCome passare da semplici foto a misure esatte di: facciate, edifici in 2D e 3D, monumenti, statue, ecc. di pinomangioneMangione GiuseppeValutazione: 4,5 su 54,5(48)4 ore totali44 lezioniTutti i livelliPrezzo attuale69,99 €","https://www.udemy.com/course/rilievo-fotogrammetrico-del-costruito/","","","Ultimo aggiornamento 12/2020","Cosa impareraiCome passare da semplici fotografie a misure esatte di facciate o interi edifici in 2D e 3D o la topografia per appezzamenti di terreno"
"1611342931-3026","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Manutenzione WordPress: per un sito sicuro e funzionanteImpara a tenere il tuo sito WordPress sicuro e funzionante, per evitare i problemi più comuni e dormire sonni tranquilliDaniele BesanaValutazione: 4,6 su 54,6(119)3 ore totali27 lezioniIntermedioPrezzo attuale49,99 €","https://www.udemy.com/course/manutenzione-wordpress/","","","Ultimo aggiornamento 11/2020","Cosa impareraiPotrai tenere il tuo sito protetto per evitare malware e perdita di datiImparerai ad aggiornare WordPress e plugin nel modo giusto, senza timoreScoprirai come impostare una strategia di backup efficace, per evitare brutte sorpreseSaprai rendere il tuo sito più veloce e performante, per la gioia dei tuoi visitatori e di GooglePotrai mantenere il tuo sito, per evitare problemi comuni e non incappare in problemi tecnici"
"1611344563-3697","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Corso base rapido TEAMSImparare rapidamente i concetti base per l'utilizzo di TEAMSStefano CaporaliniValutazione: 3,5 su 53,5(1)30 minuti totali11 lezioniPrincipiantePrezzo attuale19,99 €Nuovo","https://www.udemy.com/course/corso-base-rapido-teams/","","","Ultimo aggiornamento 12/2020","Cosa impareraiApprendere in modo semplice e rapido le operazioni più utili in TEAMS."
"1611344290-3591","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Screaming Frog - Configurazione corretta per analisi SEOImpariamo a configurare lo spider SEO per eccellenza: Screaming Frog.Giovanni Sacheli3,5 ore totali20 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/screaming-frog/","DescrizioneOgni sito web è differente dall'altro e non possiamo scansionarli tutti allo stesso modo. In questa serie di video impareremo ad utilizzare tutte le configurazioni di Screaming Frog in modo da adattarlo a qualsiasi situazione si possa trovare in fase di SEO audit. Ogni opzione disponibile infatti permette di personalizzare lo spider ed ottenere scansioni molto differenti in base a quello che realmente vogliamo analizzare.Alla fine del corso troverai tre video per tre ore extra di contenuti avanzati con casi di analisi con Screaming Frog.A chi è rivolto questo corso:Web masterDeveloperSEOWeb marketerSviluppatori webMostra di piùMostra meno","","Ultimo aggiornamento 10/2020",""
"1611342631-2909","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","Unreal Engine 4: dalle basi a un videogioco in VR","","","","","null",""
"1611343465-3258","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Teams - Corso rapidoIniziare subito a lavorare con Microsoft TeamsFranco IacovelliValutazione: 4,6 su 54,6(123)1 ora totale6 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/teams-rapido/","","Franco Iacovelli","Ultimo aggiornamento 3/2020",""
"1611344537-3687","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","SQL Server per principianti (6 ore di lezione)Imparate a scrivere le vostre prime query in TSQL, con 30 esercizi pratici in SQL Server 2019 !Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.Valutazione: 4,5 su 54,5(3)5,5 ore totali102 lezioniPrincipiantePrezzo attuale74,99 €Nuovo","https://www.udemy.com/course/sql-server-2019-sql-per-i-principianti-con-30-esercizi/","","Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.","Ultimo aggiornamento 1/2021",""
"1611344169-3547","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","Corso HTML5","","","","","null",""
"1611343067-3081","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","Impara la Business Intelligence di Microsoft da zeroUn corso facile per imparare la Business IntelligenceFabrizio CandeloValutazione: 3,8 su 53,8(22)7 ore totali38 lezioniIntermedioPrezzo attuale49,99 €","https://www.udemy.com/course/impara-la-business-intelligence-di-microsoft-da-zero/","Descrizioneil corso esplora i vari aspetti della Business Intelligence, percorrendo in modo facile i vari step dall'analisi dei dati aziendali alla visualizzazione su Excel. L'intenzione del corso è dare una panoramica pratica dell'argomento, costruendo un progetto reale di Business Intelligence. Volutamente non si va nel dettaglio dell'argomento, ma si lascia allo studente gli elementi per approfondire.A chi è rivolto questo corso:persone che vogliono imparare e creare un progetto di Business Intelligence","","Ultimo aggiornamento 5/2019",""
"1611343686-3333","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Introduzione a DockerCorso completo per utilizzare le funzioni base di Docker e introdursi al mondo dei containerCarmelo Cornacchia, Michele Pisarri1,5 ore totali15 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/introduzione-a-docker/","DescrizioneDocker è una piattaforma open-source per sviluppatori e sys-admin per la creazione, la distribuzione e l'esecuzione di applicazioni.Il corso copre tutti i fondamenti del software Docker e insegna tutto ciò che serve per lo sviluppo e la distribuzione di applicazioni moderne attraverso i container.Il modo dell'informatica è da sempre caratterizzato da una continua ricerca di tecnologie e sviluppi di nuovi processi. Tali ricerche hanno anche l'obiettivo di ottimizzare lo sviluppo dei software, in tutti le fasi del suo ciclo di vita. L’incredibile incremento della presenza delle tecnologie IT nelle nostre vite, ha contribuito a rendere questa esigenza ancora più stringente.Questo scenario ha portato alla nascita la CI/CD (Continuous Integration e Continuous Delivery), e più in generale alla formalizzazione del modello DevOps. Questi nuovi modelli si fondano, anche se non necessariamente sono strettamente legati, su varie tecnologie che ne permettono l'implementazione. Tra queste troviamo Docker.
A chi è rivolto questo corso:DevOps e DeveloperMostra di piùMostra meno","","Ultimo aggiornamento 5/2020",""
"1611342709-2936","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Unreal Engine 4: dalle basi a un videogioco in VRCrea il tuo mondo in realtà virtuale, scopri tutti i segreti per avere una qualità allo stato dell'arteEmiliano GiulianteValutazione: 4,1 su 54,1(35)5 ore totali22 lezioniPrincipiantePrezzo attuale49,99 €","https://www.udemy.com/course/unreal-engine-4-dalle-basi-a-un-videogioco-in-vr/","","Emiliano Giuliante","Ultimo aggiornamento 6/2020",""
"1611344169-3544","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","SAP MM Gestione Magazzino","","","","","null",""
"1611344503-3668","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","SAP HR - Risorse Umane","","","","","null",""
